"","words","n","pos","neg"
"7791","sidni",1,1,0
"7792","sigeg",1,0,1
"7793","sighssss",1,0,1
"7794","signatur",1,0,1
"7795","siguro",1,1,0
"7796","sikandar",1,1,0
"7797","silang",1,0,1
"7798","silent",1,0,1
"7799","silicon",1,0,1
"7800","silverston",1,1,0
"7801","sim",1,0,1
"7802","simon",1,1,0
"7803","simpson",1,0,1
"7804","sin",1,1,0
"7805","sinaloa",1,1,0
"7806","singer",1,1,0
"7807","sinhala",1,0,1
"7808","sini",1,0,1
"7809","sinist",1,1,0
"7810","sins",1,0,1
"7811","sinuend",1,0,1
"7812","siregar",1,1,0
"7813","sirf",1,0,1
"7814","sirius",1,0,1
"7815","sirkay",1,0,1
"7816","sirpleas",1,0,1
"7817","sissi",1,0,1
"7818","sisterinlaw",1,0,1
"7819","six",1,1,0
"7820","sizam",1,1,0
"7821","sizw",1,0,1
"7822","sjkao",1,0,1
"7823","sjw",1,1,0
"7824","skeem",1,1,0
"7825","skip",1,0,1
"7826","skirt",1,0,1
"7827","skoy",1,1,0
"7828","skrillah",1,0,1
"7829","skulker",1,0,1
"7830","skyblock",1,1,0
"7831","skye",1,0,1
"7832","skyfal",1,0,1
"7833","slack",1,1,0
"7834","slacke565",1,0,1
"7835","slam",1,0,1
"7836","slay",1,1,0
"7837","sleeeep",1,0,1
"7838","sleepdepriv",1,0,1
"7839","sleepingwithsiren",1,0,1
"7840","sleepov",1,0,1
"7841","sleeptight",1,1,0
"7842","slide",1,0,1
"7843","slideshow",1,1,0
"7844","slip",1,1,0
"7845","slipper",1,0,1
"7846","slogan",1,0,1
"7847","sloppi",1,1,0
"7848","slovak",1,0,1
"7849","slovakia",1,0,1
"7850","slower",1,1,0
"7851","slowli",1,0,1
"7852","slp",1,0,1
"7853","smashingbook5",1,1,0
"7854","sme",1,1,0
"7855","smelli",1,0,1
"7856","smf",1,1,0
"7857","smhdamn",1,0,1
"7858","smi",1,0,1
"7859","smith",1,0,1
"7860","smoak",1,1,0
"7861","smooth",1,0,1
"7862","smtm4",1,0,1
"7863","smu",1,1,0
"7864","smug",1,1,0
"7865","sn16",1,1,0
"7866","snark",1,1,0
"7867","sneaker",1,1,0
"7868","sneezi",1,0,1
"7869","sniff",1,0,1
"7870","snit",1,0,1
"7871","snob",1,0,1
"7872","snobbi",1,1,0
"7873","snooker",1,1,0
"7874","snooz",1,1,0
"7875","snot",1,0,1
"7876","snow",1,0,1
"7877","snpcaht",1,1,0
"7878","snuggl",1,0,1
"7879","soak",1,0,1
"7880","soamaz",1,1,0
"7881","sobrang",1,0,1
"7882","sobtian",1,1,0
"7883","soccer",1,0,1
"7884","socent",1,1,0
"7885","socialis",1,0,1
"7886","socialmedia",1,1,0
"7887","socialreward",1,0,1
"7888","socialwebsit",1,1,0
"7889","sociamedia",1,1,0
"7890","socket",1,1,0
"7891","sod",1,0,1
"7892","soda",1,1,0
"7893","sodder",1,0,1
"7894","sofa",1,1,0
"7895","softbal",1,0,1
"7896","softwar",1,0,1
"7897","soggi",1,0,1
"7898","sohappyrightnow",1,1,0
"7899","soho",1,0,1
"7900","sokay",1,1,0
"7901","solar",1,1,0
"7902","solid",1,1,0
"7903","soln",1,0,1
"7904","soloist",1,1,0
"7905","solvo",1,0,1
"7906","somersetlook",1,0,1
"7907","somi",1,1,0
"7908","sona",1,1,0
"7909","sonaaaaaaa",1,1,0
"7910","sonal",1,1,0
"7911","sone",1,0,1
"7912","sonic",1,1,0
"7913","soniii",1,0,1
"7914","soobin",1,0,1
"7915","soonest",1,0,1
"7916","sooooo",1,0,1
"7917","sooooooo",1,1,0
"7918","soooooooner",1,0,1
"7919","soooooooo",1,0,1
"7920","sooooooooooo",1,0,1
"7921","sooth",1,1,0
"7922","soph",1,1,0
"7923","soprano",1,1,0
"7924","sorelik",1,1,0
"7925","sorka",1,0,1
"7926","sorna",1,0,1
"7927","sorrri",1,0,1
"7928","sorrrrryyyyi",1,0,1
"7929","sorryi",1,0,1
"7930","sorta",1,0,1
"7931","soshi",1,0,1
"7932","sosweet",1,1,0
"7933","sotir",1,0,1
"7934","sotw",1,1,0
"7935","soulmat",1,0,1
"7936","soulsurvivor15",1,0,1
"7937","soundcheck",1,0,1
"7938","soundtrack",1,1,0
"7939","sourceso",1,1,0
"7940","sowwi",1,0,1
"7941","sp",1,0,1
"7942","spacer",1,1,0
"7943","spade",1,0,1
"7944","spag",1,1,0
"7945","spanner",1,1,0
"7946","sparki",1,1,0
"7947","spars",1,0,1
"7948","spazz",1,0,1
"7949","speaker",1,0,1
"7950","spec",1,1,0
"7951","spece",1,0,1
"7952","speci",1,0,1
"7953","specialist",1,1,0
"7954","speciallymark",1,1,0
"7955","speck",1,0,1
"7956","speculationand",1,1,0
"7957","speech",1,1,0
"7958","spice",1,1,0
"7959","spick",1,0,1
"7960","spinenoth",1,0,1
"7961","spinni",1,0,1
"7962","spinorbinmusicxcodysimpson",1,0,1
"7963","spiritu",1,1,0
"7964","splendid",1,1,0
"7965","spm",1,1,0
"7966","spoil",1,1,0
"7967","spoke",1,0,1
"7968","sponsorship",1,1,0
"7969","spray",1,0,1
"7970","sprit",1,1,0
"7971","sprite",1,1,0
"7972","squad",1,1,0
"7973","squar",1,1,0
"7974","squat",1,1,0
"7975","squishi",1,0,1
"7976","sr",1,0,1
"7977","srbija",1,1,0
"7978","sri",1,0,1
"7979","srijith",1,1,0
"7980","srski",1,0,1
"7981","ss",1,1,0
"7982","stackar",1,0,1
"7983","stafford",1,0,1
"7984","stair",1,0,1
"7985","stalker",1,0,1
"7986","stamina",1,1,0
"7987","standbi",1,0,1
"7988","standen",1,0,1
"7989","standrew",1,1,0
"7990","standwdik",1,1,0
"7991","stare",1,1,0
"7992","stargat",1,1,0
"7993","stark",1,1,0
"7994","startd",1,1,0
"7995","starter",1,1,0
"7996","startim",1,0,1
"7997","startupph",1,1,0
"7998","starwar",1,1,0
"7999","statement",1,1,0
"8000","stationari",1,1,0
"8001","staybless",1,1,0
"8002","stayfresh",1,1,0
"8003","steal",1,0,1
"8004","steelbook",1,1,0
"8005","stefani",1,1,0
"8006","stella",1,0,1
"8007","stem",1,1,0
"8008","stephen",1,0,1
"8009","stereo",1,0,1
"8010","sterl",1,0,1
"8011","steroid",1,1,0
"8012","stetson",1,0,1
"8013","steven",1,0,1
"8014","stexpert",1,0,1
"8015","sth",1,0,1
"8016","sticker",1,1,0
"8017","stiff",1,1,0
"8018","stiffen",1,1,0
"8019","sting",1,0,1
"8020","stocko",1,0,1
"8021","stoke",1,1,0
"8022","stolen",1,0,1
"8023","stomachach",1,0,1
"8024","stomp",1,0,1
"8025","stone",1,1,0
"8026","stool",1,1,0
"8027","stooooop",1,0,1
"8028","storifi",1,0,1
"8029","stormsgtgt",1,1,0
"8030","storymiss",1,0,1
"8031","strap",1,0,1
"8032","straplin",1,0,1
"8033","straw",1,0,1
"8034","strawberri",1,0,1
"8035","streak",1,0,1
"8036","streamer",1,1,0
"8037","stretch",1,0,1
"8038","strip",1,1,0
"8039","stroke",1,1,0
"8040","stronger",1,1,0
"8041","strongest",1,1,0
"8042","struck",1,0,1
"8043","stu",1,0,1
"8044","stuart",1,0,1
"8045","stud",1,0,1
"8046","studio",1,0,1
"8047","stuffi",1,0,1
"8048","stumbl",1,1,0
"8049","sturdi",1,1,0
"8050","stylish",1,1,0
"8051","suan",1,0,1
"8052","suav",1,1,0
"8053","suay",1,0,1
"8054","subcontin",1,1,0
"8055","subdivis",1,0,1
"8056","subgam",1,1,0
"8057","subj",1,0,1
"8058","sublimin",1,1,0
"8059","submiss",1,1,0
"8060","submit",1,1,0
"8061","subserv",1,0,1
"8062","subsid",1,0,1
"8063","subsidi",1,1,0
"8064","subtitl",1,0,1
"8065","subway",1,0,1
"8066","succeed",1,1,0
"8067","such",1,0,1
"8068","sucki",1,0,1
"8069","suckmejimin",1,0,1
"8070","sue",1,0,1
"8071","sued",1,0,1
"8072","sugar",1,0,1
"8073","sugaralmost",1,0,1
"8074","sugarrush",1,1,0
"8075","suger",1,0,1
"8076","suicid",1,1,0
"8077","suitabl",1,1,0
"8078","sulk",1,0,1
"8079","sulli",1,0,1
"8080","suma",1,0,1
"8081","sumedh",1,1,0
"8082","sumer",1,0,1
"8083","summerismiss",1,0,1
"8084","summertim",1,0,1
"8085","summon",1,1,0
"8086","sunburnt",1,0,1
"8087","sunglass",1,1,0
"8088","sunjam",1,1,0
"8089","sunnah",1,1,0
"8090","sunnyday",1,1,0
"8091","sunris",1,0,1
"8092","sunway",1,0,1
"8093","supa",1,1,0
"8094","superb",1,1,0
"8095","superblend",1,1,0
"8096","supercar",1,0,1
"8097","superday",1,1,0
"8098","superdri",1,1,0
"8099","superhero",1,1,0
"8100","supermarket",1,1,0
"8101","supernatur",1,1,0
"8102","supersmash",1,1,0
"8103","supersport",1,0,1
"8104","suppl",1,0,1
"8105","supprt",1,1,0
"8106","supris",1,1,0
"8107","surajettan",1,1,0
"8108","suriya",1,0,1
"8109","surprisedyou",1,1,0
"8110","surrey",1,1,0
"8111","surri",1,1,0
"8112","suspems",1,0,1
"8113","suuuuuuuper",1,0,1
"8114","sux",1,0,1
"8115","suzan",1,1,0
"8116","suzi",1,0,1
"8117","swallow",1,0,1
"8118","swap",1,0,1
"8119","swasa",1,1,0
"8120","swearword",1,1,0
"8121","sweater",1,0,1
"8122","sweatpant",1,1,0
"8123","sweden",1,0,1
"8124","sweedi",1,0,1
"8125","sweeeeeeeeti",1,1,0
"8126","sweetan",1,1,0
"8127","sweetheart",1,1,0
"8128","swerv",1,1,0
"8129","swift",1,0,1
"8130","swifti",1,0,1
"8131","swipe",1,0,1
"8132","swisher",1,1,0
"8133","switzerland",1,0,1
"8134","swollen",1,0,1
"8135","swore",1,1,0
"8136","sws",1,1,0
"8137","swt",1,1,0
"8138","sxrew",1,0,1
"8139","syawal",1,0,1
"8140","sydney",1,0,1
"8141","symphoni",1,0,1
"8142","syndrom",1,0,1
"8143","syria",1,0,1
"8144","syriaand",1,0,1
"8145","syrup",1,1,0
"8146","syrus",1,1,0
"8147","t20",1,0,1
"8148","taal",1,1,0
"8149","tablet",1,1,0
"8150","tack",1,1,0
"8151","tacki",1,0,1
"8152","tae",1,0,1
"8153","taem",1,0,1
"8154","taeyeon",1,0,1
"8155","taft",1,1,0
"8156","tagal",1,0,1
"8157","tagsforlikesapp",1,1,0
"8158","tail",1,1,0
"8159","taissa",1,0,1
"8160","takeaway",1,1,0
"8161","takeov",1,0,1
"8162","takesonetoknowon",1,1,0
"8163","takfaham",1,0,1
"8164","taknottem477",1,0,1
"8165","takoyaki",1,0,1
"8166","takraw",1,0,1
"8167","talaga",1,0,1
"8168","talant",1,1,0
"8169","talkback",1,1,0
"8170","talkkama",1,0,1
"8171","tam",1,0,1
"8172","tama",1,0,1
"8173","tamang",1,1,0
"8174","tamesid",1,1,0
"8175","tamp",1,1,0
"8176","tampc",1,0,1
"8177","tango",1,1,0
"8178","tanisha1non",1,1,0
"8179","taray",1,0,1
"8180","tard",1,0,1
"8181","tarryn",1,1,0
"8182","tasteless",1,0,1
"8183","tasti",1,1,0
"8184","tat",1,0,1
"8185","tato",1,1,0
"8186","tau",1,1,0
"8187","taught",1,1,0
"8188","taunton",1,0,1
"8189","taxikitchen",1,1,0
"8190","taxonom",1,0,1
"8191","taybigail",1,0,1
"8192","tayo",1,1,0
"8193","tbc",1,1,0
"8194","tbf",1,0,1
"8195","tbs",1,1,0
"8196","tc",1,1,0
"8197","tdc",1,0,1
"8198","tdi",1,1,0
"8199","tdif",1,1,0
"8200","te",1,0,1
"8201","teabread",1,1,0
"8202","teal",1,0,1
"8203","teamadmicro",1,1,0
"8204","teamjanuaryclaims100",1,1,0
"8205","teamnatur",1,1,0
"8206","teamposit",1,1,0
"8207","teamr",1,1,0
"8208","teamzip",1,0,1
"8209","tearout",1,1,0
"8210","tebrik",1,1,0
"8211","techniqu",1,0,1
"8212","teh",1,1,0
"8213","teleport",1,1,0
"8214","televot",1,0,1
"8215","tellanoldjokeday",1,1,0
"8216","temperatur",1,1,0
"8217","tempor",1,1,0
"8218","ten",1,1,0
"8219","tengaman",1,1,0
"8220","tengkuaaronshah",1,1,0
"8221","tennunb",1,0,1
"8222","tension",1,0,1
"8223","tent",1,1,0
"8224","tentat",1,1,0
"8225","tenyai",1,1,0
"8226","teribl",1,0,1
"8227","terrif",1,1,0
"8228","tessnzach",1,1,0
"8229","testicl",1,1,0
"8230","texist",1,0,1
"8231","tfw",1,0,1
"8232","tgifhappi",1,1,0
"8233","tgk",1,0,1
"8234","tgp1",1,1,0
"8235","tgv",1,1,0
"8236","thaaaat",1,0,1
"8237","thaaank",1,1,0
"8238","thaank",1,0,1
"8239","thailand",1,0,1
"8240","thalaivar",1,1,0
"8241","thanksss",1,1,0
"8242","thankssss",1,0,1
"8243","thanksyou",1,1,0
"8244","thankyou1dfor",1,1,0
"8245","thankyouu",1,0,1
"8246","thankyouuu",1,1,0
"8247","thanx",1,1,0
"8248","thapelo",1,0,1
"8249","thark",1,1,0
"8250","tháts",1,0,1
"8251","thatscold",1,0,1
"8252","thatselfiethough",1,0,1
"8253","theaccidentalcoupl",1,0,1
"8254","theater",1,0,1
"8255","theatr",1,0,1
"8256","thebestangkapuso",1,1,0
"8257","thegrandad",1,1,0
"8258","thehungergam",1,1,0
"8259","their",1,1,0
"8260","thejuiceinthemix",1,1,0
"8261","thek",1,1,0
"8262","thelock76",1,0,1
"8263","themadstork",1,1,0
"8264","themi",1,0,1
"8265","themselv",1,1,0
"8266","themselvesihatesomepeopl",1,0,1
"8267","thencerest547",1,1,0
"8268","thenting423",1,0,1
"8269","theo",1,0,1
"8270","theocrat",1,1,0
"8271","theoper479",1,1,0
"8272","therapi",1,0,1
"8273","therealgolden47",1,1,0
"8274","therefor",1,0,1
"8275","therep",1,1,0
"8276","therer",1,1,0
"8277","thermo",1,0,1
"8278","therver85552",1,1,0
"8279","thesi",1,0,1
"8280","thesims4",1,1,0
"8281","thessidew877",1,0,1
"8282","they",1,1,0
"8283","thick",1,1,0
"8284","thin",1,1,0
"8285","thingi",1,0,1
"8286","things2cop",1,0,1
"8287","thirdwheel",1,0,1
"8288","thirstyyyy",1,0,1
"8289","thishop",1,1,0
"8290","thistl",1,1,0
"8291","thistlelov",1,1,0
"8292","thiz",1,0,1
"8293","thks",1,1,0
"8294","thnks",1,1,0
"8295","thnkyouuuuuuuuu",1,0,1
"8296","thobut",1,1,0
"8297","thoo",1,0,1
"8298","thoofscreenh",1,0,1
"8299","thooo",1,0,1
"8300","thoracicbridg",1,1,0
"8301","thorin",1,1,0
"8302","thou",1,1,0
"8303","thoughtseiz",1,0,1
"8304","thq",1,1,0
"8305","thr",1,0,1
"8306","thread",1,0,1
"8307","threat",1,0,1
"8308","thrice",1,1,0
"8309","thrive",1,1,0
"8310","through",1,1,0
"8311","throwbackfriday",1,1,0
"8312","thtas",1,1,0
"8313","thts",1,0,1
"8314","thug",1,1,0
"8315","thumb",1,1,0
"8316","thunderstorm",1,1,0
"8317","thur",1,1,0
"8318","thur30juli",1,1,0
"8319","thurston",1,0,1
"8320","thusi",1,1,0
"8321","thw",1,1,0
"8322","thwart",1,0,1
"8323","tick",1,1,0
"8324","tickl",1,0,1
"8325","tiddler",1,0,1
"8326","tii",1,1,0
"8327","tile",1,1,0
"8328","timeguess",1,1,0
"8329","timetunnel",1,1,0
"8330","timezon",1,1,0
"8331","timog",1,1,0
"8332","timw",1,0,1
"8333","tine",1,1,0
"8334","tio",1,1,0
"8335","tiredashel",1,0,1
"8336","tirth",1,1,0
"8337","tissu",1,1,0
"8338","tita",1,0,1
"8339","titan",1,0,1
"8340","titanfal",1,1,0
"8341","tito",1,0,1
"8342","tittheir42",1,0,1
"8343","tks",1,1,0
"8344","tkts",1,1,0
"8345","tla",1,0,1
"8346","tline",1,0,1
"8347","tlist",1,0,1
"8348","tmwuwuwel",1,0,1
"8349","tnc",1,1,0
"8350","tobibro",1,1,0
"8351","todaybought",1,0,1
"8352","todayi",1,0,1
"8353","todaythat",1,0,1
"8354","todayyesterday",1,0,1
"8355","todayyyyy",1,1,0
"8356","toddlerlif",1,1,0
"8357","todo",1,1,0
"8358","toe",1,0,1
"8359","tofrom",1,0,1
"8360","toghet",1,0,1
"8361","toler",1,0,1
"8362","toll",1,0,1
"8363","tologooo",1,1,0
"8364","toma",1,1,0
"8365","tombow",1,1,0
"8366","tombraid",1,1,0
"8367","tomcat",1,0,1
"8368","tomgt",1,1,0
"8369","tomhiddleston",1,1,0
"8370","tomlinson",1,1,0
"8371","tommarow",1,1,0
"8372","tommi",1,0,1
"8373","tomorrowland",1,1,0
"8374","tompolo",1,1,0
"8375","tone",1,0,1
"8376","tong",1,0,1
"8377","tongu",1,1,0
"8378","tonightther",1,1,0
"8379","toogot",1,0,1
"8380","tooo",1,0,1
"8381","tooooooo",1,0,1
"8382","toowel",1,0,1
"8383","top10",1,0,1
"8384","topgear",1,0,1
"8385","toppl",1,1,0
"8386","toptravelcentar",1,1,0
"8387","topwat",1,1,0
"8388","tore",1,0,1
"8389","tori",1,1,0
"8390","torn",1,0,1
"8391","toronto",1,0,1
"8392","torrentialrain",1,0,1
"8393","tortur",1,0,1
"8394","tose",1,1,0
"8395","tote",1,0,1
"8396","totem",1,1,0
"8397","tower",1,1,0
"8398","townssssss",1,0,1
"8399","toworri",1,1,0
"8400","toxin",1,0,1
"8401","tp",1,0,1
"8402","trace",1,0,1
"8403","tradetalk",1,1,0
"8404","tradit",1,0,1
"8405","tragedi",1,0,1
"8406","tragic",1,0,1
"8407","trail",1,0,1
"8408","trailblazerhonor",1,1,0
"8409","trainer",1,1,0
"8410","tram",1,0,1
"8411","tramlin",1,1,0
"8412","tranc",1,1,0
"8413","transcript",1,0,1
"8414","transmiss",1,0,1
"8415","transpar",1,0,1
"8416","trapmus",1,1,0
"8417","trendi",1,1,0
"8418","trespass",1,0,1
"8419","treviso",1,1,0
"8420","trial",1,1,0
"8421","triathlet",1,1,0
"8422","tricki",1,0,1
"8423","tridon",1,1,0
"8424","trim",1,1,0
"8425","tripathi",1,1,0
"8426","trish",1,1,0
"8427","trivia",1,0,1
"8428","troll",1,1,0
"8429","troop",1,1,0
"8430","tropic",1,1,0
"8431","trouser",1,0,1
"8432","truthfulwordsof",1,1,0
"8433","tseba",1,0,1
"8434","tsktsk",1,0,1
"8435","ttctop",1,1,0
"8436","tthank",1,1,0
"8437","tttt",1,0,1
"8438","tub",1,0,1
"8439","tube",1,0,1
"8440","tud",1,1,0
"8441","tuitutil",1,1,0
"8442","tukutanemombasa",1,1,0
"8443","tulan",1,1,0
"8444","tum",1,0,1
"8445","tumblr",1,0,1
"8446","tumor",1,0,1
"8447","tumour",1,0,1
"8448","tuna",1,1,0
"8449","tunaita",1,0,1
"8450","turkish",1,1,0
"8451","tut",1,0,1
"8452","tutori",1,0,1
"8453","twas",1,1,0
"8454","tweeniefox",1,1,0
"8455","tweepsmatchout",1,0,1
"8456","tweeti",1,1,0
"8457","tweetlandlol",1,1,0
"8458","tweetofthedecad",1,1,0
"8459","twelvyy",1,0,1
"8460","tweng",1,0,1
"8461","twin",1,0,1
"8462","twine",1,1,0
"8463","twinx",1,1,0
"8464","twitlong",1,1,0
"8465","twurkin",1,0,1
"8466","txt",1,0,1
"8467","txtshot",1,0,1
"8468","tykkäsin",1,1,0
"8469","tyler",1,1,0
"8470","tyre",1,1,0
"8471","u21",1,1,0
"8472","über",1,0,1
"8473","ubud",1,1,0
"8474","ubusi",1,0,1
"8475","uca",1,0,1
"8476","ucan",1,0,1
"8477","ucl",1,1,0
"8478","ucount",1,1,0
"8479","uff",1,0,1
"8480","ufffff",1,0,1
"8481","ug",1,0,1
"8482","uggghhhh",1,1,0
"8483","ughh",1,0,1
"8484","ughi",1,0,1
"8485","uhuh",1,1,0
"8486","ukiss",1,0,1
"8487","ukrain",1,1,0
"8488","ulolwanna",1,1,0
"8489","ulti",1,0,1
"8490","ultim",1,1,0
"8491","ultor",1,1,0
"8492","um",1,1,0
"8493","umaga",1,1,0
"8494","umair",1,1,0
"8495","umaru",1,1,0
"8496","umboh",1,0,1
"8497","umma",1,1,0
"8498","unagi",1,0,1
"8499","unam",1,1,0
"8500","unansw",1,0,1
"8501","unappreci",1,1,0
"8502","unavail",1,0,1
"8503","uncl",1,1,0
"8504","uncount",1,1,0
"8505","uncut",1,1,0
"8506","und",1,1,0
"8507","undead",1,1,0
"8508","undercoverboss",1,0,1
"8509","underr",1,0,1
"8510","underwat",1,1,0
"8511","unev",1,1,0
"8512","unfamiliar",1,0,1
"8513","unfav",1,0,1
"8514","unfriend",1,0,1
"8515","unhappi",1,0,1
"8516","unhealthi",1,0,1
"8517","unicef",1,0,1
"8518","uniform",1,1,0
"8519","unimport",1,1,0
"8520","unives",1,1,0
"8521","unlimit",1,1,0
"8522","unlist",1,1,0
"8523","unlock",1,1,0
"8524","unlov",1,0,1
"8525","unluckiest",1,0,1
"8526","unmarri",1,0,1
"8527","unmarriedcheck",1,1,0
"8528","unneed",1,1,0
"8529","unnieee",1,1,0
"8530","unpar",1,0,1
"8531","unprepar",1,0,1
"8532","unreal",1,1,0
"8533","unsettl",1,0,1
"8534","unstan",1,0,1
"8535","unsuccess",1,0,1
"8536","untap",1,1,0
"8537","untouch",1,0,1
"8538","untruth",1,0,1
"8539","unvarnish",1,1,0
"8540","unwind",1,1,0
"8541","upper",1,1,0
"8542","upsid",1,1,0
"8543","upwt",1,0,1
"8544","urgh",1,0,1
"8545","urghhh",1,0,1
"8546","uri",1,0,1
"8547","urock",1,1,0
"8548","urquhart",1,1,0
"8549","urwelc",1,1,0
"8550","usag",1,0,1
"8551","usagi",1,1,0
"8552","usah",1,1,0
"8553","usernam",1,1,0
"8554","usiran",1,0,1
"8555","uss",1,0,1
"8556","ut",1,0,1
"8557","utc",1,1,0
"8558","utd",1,0,1
"8559","uuu",1,0,1
"8560","uuughhhh",1,0,1
"8561","uve",1,0,1
"8562","uwes",1,0,1
"8563","ux",1,1,0
"8564","uxoxolov",1,1,0
"8565","uy",1,0,1
"8566","va",1,0,1
"8567","vacant",1,1,0
"8568","vaccin",1,0,1
"8569","vagina",1,0,1
"8570","vaing642",1,1,0
"8571","vainglori",1,1,0
"8572","vale",1,0,1
"8573","valencia",1,1,0
"8574","vall",1,1,0
"8575","valuabl",1,1,0
"8576","vam",1,0,1
"8577","vandag",1,0,1
"8578","vandr",1,1,0
"8579","vanilla",1,0,1
"8580","vantast",1,1,0
"8581","varieti",1,1,0
"8582","varsiti",1,0,1
"8583","vault",1,1,0
"8584","vava",1,0,1
"8585","vaw",1,0,1
"8586","vball",1,1,0
"8587","vc",1,1,0
"8588","veeeeerri",1,0,1
"8589","veget",1,0,1
"8590","vegetarian",1,1,0
"8591","veggi",1,1,0
"8592","vein",1,1,0
"8593","velvet",1,0,1
"8594","venom",1,0,1
"8595","ventur",1,1,0
"8596","venu",1,0,1
"8597","venuss",1,0,1
"8598","ver",1,0,1
"8599","verfi",1,0,1
"8600","verg",1,1,0
"8601","veri",1,1,0
"8602","verit",1,0,1
"8603","vers",1,1,0
"8604","vertigo",1,0,1
"8605","vet",1,0,1
"8606","vex",1,1,0
"8607","viabl",1,1,0
"8608","vianey",1,1,0
"8609","viath",1,0,1
"8610","viazi",1,0,1
"8611","viber",1,0,1
"8612","vibrant",1,1,0
"8613","vibrat",1,0,1
"8614","vic",1,0,1
"8615","vicious",1,0,1
"8616","vicki",1,0,1
"8617","victori",1,0,1
"8618","victoria",1,0,1
"8619","victoriaamberlunaand",1,0,1
"8620","victoriasecret",1,1,0
"8621","videoburnt",1,1,0
"8622","videogam",1,1,0
"8623","videograph",1,1,0
"8624","vidic",1,0,1
"8625","vietnam",1,0,1
"8626","viewer",1,0,1
"8627","vii",1,1,0
"8628","vike",1,1,0
"8629","vikk",1,1,0
"8630","villag",1,0,1
"8631","vin",1,0,1
"8632","vincent",1,1,0
"8633","vinegar",1,0,1
"8634","viner",1,0,1
"8635","vineswith",1,1,0
"8636","vinni",1,1,0
"8637","vinylbear",1,1,0
"8638","vip",1,0,1
"8639","viparita",1,1,0
"8640","vipgener",1,1,0
"8641","visa",1,1,0
"8642","vishaya",1,0,1
"8643","vishwa",1,0,1
"8644","vist",1,0,1
"8645","vitamin",1,0,1
"8646","viva",1,1,0
"8647","vivian",1,0,1
"8648","vlog",1,0,1
"8649","vodka",1,1,0
"8650","void",1,1,0
"8651","volta",1,1,0
"8652","vomit",1,0,1
"8653","votejkt48id",1,1,0
"8654","voucher",1,1,0
"8655","vr",1,1,0
"8656","vscocam",1,1,0
"8657","vscocousin",1,1,0
"8658","vscogood",1,1,0
"8659","vscoph",1,1,0
"8660","vscophil",1,1,0
"8661","vuli",1,1,0
"8662","vv",1,0,1
"8663","wa",1,0,1
"8664","waa",1,0,1
"8665","waaaaa",1,0,1
"8666","waah",1,0,1
"8667","wacha",1,0,1
"8668","wacki",1,1,0
"8669","waduhpant",1,0,1
"8670","wae",1,0,1
"8671","waffl",1,0,1
"8672","wahahaah",1,1,0
"8673","waifu",1,0,1
"8674","wail",1,0,1
"8675","wailay",1,0,1
"8676","waist",1,0,1
"8677","waiter",1,1,0
"8678","wakeup",1,1,0
"8679","wala",1,0,1
"8680","walang",1,0,1
"8681","walangmakakapigilsakin",1,1,0
"8682","walao",1,0,1
"8683","walay",1,0,1
"8684","wale",1,1,0
"8685","wali",1,0,1
"8686","walkersmithway",1,1,0
"8687","walkin",1,1,0
"8688","walmart",1,1,0
"8689","walnut",1,0,1
"8690","wana",1,1,0
"8691","wareh",1,1,0
"8692","warehous",1,1,0
"8693","warfar",1,0,1
"8694","warlock",1,1,0
"8695","warmest",1,0,1
"8696","warn",1,0,1
"8697","warnaaaaaaa",1,0,1
"8698","warranti",1,0,1
"8699","warrior",1,0,1
"8700","waseem",1,1,0
"8701","watchdog",1,0,1
"8702","wavi",1,0,1
"8703","wayanad",1,1,0
"8704","wayanadan",1,1,0
"8705","wayenjoy",1,1,0
"8706","wayhh",1,0,1
"8707","waytoliveahappylif",1,1,0
"8708","wba",1,0,1
"8709","wbu",1,0,1
"8710","wd",1,1,0
"8711","weaker",1,0,1
"8712","wealth",1,1,0
"8713","wearig",1,0,1
"8714","webtogsaward",1,1,0
"8715","webz",1,1,0
"8716","weddingflow",1,0,1
"8717","weebli",1,1,0
"8718","weekendofmad",1,0,1
"8719","weekendsunshinerain",1,1,0
"8720","weeko",1,0,1
"8721","weeni",1,1,0
"8722","weh",1,0,1
"8723","weirddd",1,0,1
"8724","welcomahav",1,1,0
"8725","welder",1,0,1
"8726","wellington",1,1,0
"8727","weltum",1,1,0
"8728","wena",1,0,1
"8729","wentz",1,0,1
"8730","werent",1,1,0
"8731","werk",1,0,1
"8732","wese",1,1,0
"8733","wesen",1,0,1
"8734","westandwithik",1,1,0
"8735","wetherspoon",1,0,1
"8736","wew",1,0,1
"8737","wewanticecream",1,0,1
"8738","wft",1,0,1
"8739","wgm",1,1,0
"8740","wguest",1,1,0
"8741","wh",1,0,1
"8742","whaaaaaaaaaat",1,0,1
"8743","whaaaaaat",1,0,1
"8744","whaaat",1,0,1
"8745","whack",1,0,1
"8746","whahahaha",1,1,0
"8747","whammi",1,0,1
"8748","whangarei",1,1,0
"8749","whatchya",1,0,1
"8750","whatisyourfashion",1,1,0
"8751","whatp",1,0,1
"8752","whatthefuck",1,0,1
"8753","whattsap",1,0,1
"8754","whay",1,0,1
"8755","wheeeeeeeeeeeeeeeen",1,1,0
"8756","wheel",1,0,1
"8757","wheelchair",1,0,1
"8758","wheredoistart",1,1,0
"8759","whereisthesun",1,0,1
"8760","wherev",1,1,0
"8761","whet",1,1,0
